"region","civilstånd","ålder","kön","X2019"
"Åstorp","änkor/änklingar","13","kvinnor",0
"Åstorp","änkor/änklingar","14","män",0
"Åstorp","änkor/änklingar","14","kvinnor",0
"Åstorp","änkor/änklingar","15","män",0
"Åstorp","änkor/änklingar","15","kvinnor",0
"Åstorp","änkor/änklingar","16","män",0
"Åstorp","änkor/änklingar","16","kvinnor",0
"Åstorp","änkor/änklingar","17","män",0
"Åstorp","änkor/änklingar","17","kvinnor",0
"Åstorp","änkor/änklingar","18","män",0
"Åstorp","änkor/änklingar","18","kvinnor",0
"Åstorp","änkor/änklingar","19","män",0
"Åstorp","änkor/änklingar","19","kvinnor",0
"Åstorp","änkor/änklingar","20","män",0
"Åstorp","änkor/änklingar","20","kvinnor",0
"Åstorp","änkor/änklingar","21","män",0
"Åstorp","änkor/änklingar","21","kvinnor",0
"Åstorp","änkor/änklingar","22","män",0
"Åstorp","änkor/änklingar","22","kvinnor",0
"Åstorp","änkor/änklingar","23","män",0
"Åstorp","änkor/änklingar","23","kvinnor",0
"Åstorp","änkor/änklingar","24","män",0
"Åstorp","änkor/änklingar","24","kvinnor",0
"Åstorp","änkor/änklingar","25","män",0
"Åstorp","änkor/änklingar","25","kvinnor",0
"Båstad","ogifta","12","män",79
"Båstad","ogifta","12","kvinnor",88
"Båstad","ogifta","13","män",83
"Båstad","ogifta","13","kvinnor",80
"Båstad","ogifta","14","män",81
"Båstad","ogifta","14","kvinnor",68
"Båstad","ogifta","15","män",81
"Båstad","ogifta","15","kvinnor",75
"Båstad","ogifta","16","män",91
"Båstad","ogifta","16","kvinnor",74
"Båstad","ogifta","17","män",71
"Båstad","ogifta","17","kvinnor",65
"Båstad","ogifta","18","män",73
"Båstad","ogifta","18","kvinnor",62
"Båstad","ogifta","19","män",87
"Båstad","ogifta","19","kvinnor",76
"Båstad","ogifta","20","män",82
"Båstad","ogifta","20","kvinnor",49
"Båstad","ogifta","21","män",65
"Båstad","ogifta","21","kvinnor",46
"Båstad","ogifta","22","män",41
"Båstad","ogifta","22","kvinnor",41
"Båstad","ogifta","23","män",66
"Båstad","ogifta","23","kvinnor",63
"Båstad","ogifta","24","män",61
"Båstad","ogifta","24","kvinnor",45
"Båstad","ogifta","25","män",73
"Båstad","ogifta","25","kvinnor",53
"Båstad","gifta","12","män",0
"Båstad","gifta","12","kvinnor",0
"Båstad","gifta","13","män",0
"Båstad","gifta","13","kvinnor",0
"Båstad","gifta","14","män",0
"Båstad","gifta","14","kvinnor",0
"Båstad","gifta","15","män",0
"Båstad","gifta","15","kvinnor",0
"Båstad","gifta","16","män",0
"Båstad","gifta","16","kvinnor",0
"Båstad","gifta","17","män",0
"Båstad","gifta","17","kvinnor",0
"Båstad","gifta","18","män",0
"Båstad","gifta","18","kvinnor",0
"Båstad","gifta","19","män",0
"Båstad","gifta","19","kvinnor",1
"Båstad","gifta","20","män",0
"Båstad","gifta","20","kvinnor",1
"Båstad","gifta","21","män",0
"Båstad","gifta","21","kvinnor",1
"Båstad","gifta","22","män",0
"Båstad","gifta","22","kvinnor",1
"Båstad","gifta","23","män",2
"Båstad","gifta","23","kvinnor",4
"Båstad","gifta","24","män",3
"Båstad","gifta","24","kvinnor",8
"Båstad","gifta","25","män",2
"Båstad","gifta","25","kvinnor",9
"Båstad","skilda","12","män",0
"Båstad","skilda","12","kvinnor",0
"Båstad","skilda","13","män",0
"Båstad","skilda","13","kvinnor",0
"Båstad","skilda","14","män",0
"Båstad","skilda","14","kvinnor",0
"Båstad","skilda","15","män",0
"Båstad","skilda","15","kvinnor",0
"Båstad","skilda","16","män",0
"Båstad","skilda","16","kvinnor",0
"Båstad","skilda","17","män",0
"Båstad","skilda","17","kvinnor",0
"Båstad","skilda","18","män",0
"Båstad","skilda","18","kvinnor",0
"Båstad","skilda","19","män",0
"Båstad","skilda","19","kvinnor",0
"Båstad","skilda","20","män",0
"Båstad","skilda","20","kvinnor",0
"Båstad","skilda","21","män",0
"Båstad","skilda","21","kvinnor",0
"Båstad","skilda","22","män",0
"Båstad","skilda","22","kvinnor",0
"Båstad","skilda","23","män",0
"Båstad","skilda","23","kvinnor",0
"Båstad","skilda","24","män",0
"Båstad","skilda","24","kvinnor",1
"Båstad","skilda","25","män",0
"Båstad","skilda","25","kvinnor",1
"Båstad","änkor/änklingar","12","män",0
"Båstad","änkor/änklingar","12","kvinnor",0
"Båstad","änkor/änklingar","13","män",0
"Båstad","änkor/änklingar","13","kvinnor",0
"Båstad","änkor/änklingar","14","män",0
"Båstad","änkor/änklingar","14","kvinnor",0
"Båstad","änkor/änklingar","15","män",0
"Båstad","änkor/änklingar","15","kvinnor",0
"Båstad","änkor/änklingar","16","män",0
"Båstad","änkor/änklingar","16","kvinnor",0
"Båstad","änkor/änklingar","17","män",0
"Båstad","änkor/änklingar","17","kvinnor",0
"Båstad","änkor/änklingar","18","män",0
"Båstad","änkor/änklingar","18","kvinnor",0
"Båstad","änkor/änklingar","19","män",0
"Båstad","änkor/änklingar","19","kvinnor",0
"Båstad","änkor/änklingar","20","män",0
"Båstad","änkor/änklingar","20","kvinnor",0
"Båstad","änkor/änklingar","21","män",0
"Båstad","änkor/änklingar","21","kvinnor",0
"Båstad","änkor/änklingar","22","män",0
"Båstad","änkor/änklingar","22","kvinnor",0
"Båstad","änkor/änklingar","23","män",0
"Båstad","änkor/änklingar","23","kvinnor",0
"Båstad","änkor/änklingar","24","män",0
"Båstad","änkor/änklingar","24","kvinnor",0
"Båstad","änkor/änklingar","25","män",0
"Båstad","änkor/änklingar","25","kvinnor",0
"Malmö","ogifta","12","män",1865
"Malmö","ogifta","12","kvinnor",1807
"Malmö","ogifta","13","män",1919
"Malmö","ogifta","13","kvinnor",1738
"Malmö","ogifta","14","män",1719
"Malmö","ogifta","14","kvinnor",1651
"Malmö","ogifta","15","män",1709
"Malmö","ogifta","15","kvinnor",1595
"Malmö","ogifta","16","män",1676
"Malmö","ogifta","16","kvinnor",1550
"Malmö","ogifta","17","män",1626
"Malmö","ogifta","17","kvinnor",1483
"Malmö","ogifta","18","män",1616
"Malmö","ogifta","18","kvinnor",1540
"Malmö","ogifta","19","män",1637
"Malmö","ogifta","19","kvinnor",1599
"Malmö","ogifta","20","män",1821
"Malmö","ogifta","20","kvinnor",1634
"Malmö","ogifta","21","män",1871
"Malmö","ogifta","21","kvinnor",1691
"Malmö","ogifta","22","män",1868
"Malmö","ogifta","22","kvinnor",1867
"Malmö","ogifta","23","män",1956
"Malmö","ogifta","23","kvinnor",2049
"Malmö","ogifta","24","män",2358
"Malmö","ogifta","24","kvinnor",2337
"Malmö","ogifta","25","män",2487
"Malmö","ogifta","25","kvinnor",2507
"Malmö","gifta","12","män",0
"Malmö","gifta","12","kvinnor",0
"Malmö","gifta","13","män",0
"Malmö","gifta","13","kvinnor",0
"Malmö","gifta","14","män",0
"Malmö","gifta","14","kvinnor",0
"Malmö","gifta","15","män",0
"Malmö","gifta","15","kvinnor",0
"Malmö","gifta","16","män",0
"Malmö","gifta","16","kvinnor",0
"Malmö","gifta","17","män",0
"Malmö","gifta","17","kvinnor",0
"Malmö","gifta","18","män",0
"Malmö","gifta","18","kvinnor",4
"Malmö","gifta","19","män",2
"Malmö","gifta","19","kvinnor",29
"Malmö","gifta","20","män",5
"Malmö","gifta","20","kvinnor",71
"Malmö","gifta","21","män",18
"Malmö","gifta","21","kvinnor",106
"Malmö","gifta","22","män",37
"Malmö","gifta","22","kvinnor",152
"Malmö","gifta","23","män",87
"Malmö","gifta","23","kvinnor",280
"Malmö","gifta","24","män",141
"Malmö","gifta","24","kvinnor",363
"Malmö","gifta","25","män",184
"Malmö","gifta","25","kvinnor",447
"Malmö","skilda","12","män",0
"Malmö","skilda","12","kvinnor",0
"Malmö","skilda","13","män",0
"Malmö","skilda","13","kvinnor",0
"Malmö","skilda","14","män",0
"Malmö","skilda","14","kvinnor",0
"Malmö","skilda","15","män",0
"Malmö","skilda","15","kvinnor",0
"Malmö","skilda","16","män",0
"Malmö","skilda","16","kvinnor",0
"Malmö","skilda","17","män",0
"Malmö","skilda","17","kvinnor",0
"Malmö","skilda","18","män",0
"Malmö","skilda","18","kvinnor",0
"Malmö","skilda","19","män",0
"Malmö","skilda","19","kvinnor",0
"Malmö","skilda","20","män",1
"Malmö","skilda","20","kvinnor",4
"Malmö","skilda","21","män",0
"Malmö","skilda","21","kvinnor",7
"Malmö","skilda","22","män",0
"Malmö","skilda","22","kvinnor",13
"Malmö","skilda","23","män",3
"Malmö","skilda","23","kvinnor",17
"Malmö","skilda","24","män",10
"Malmö","skilda","24","kvinnor",45
"Malmö","skilda","25","män",19
"Malmö","skilda","25","kvinnor",55
"Malmö","änkor/änklingar","12","män",0
"Malmö","änkor/änklingar","12","kvinnor",0
"Malmö","änkor/änklingar","13","män",0
"Malmö","änkor/änklingar","13","kvinnor",0
"Malmö","änkor/änklingar","14","män",0
"Malmö","änkor/änklingar","14","kvinnor",0
"Malmö","änkor/änklingar","15","män",0
"Malmö","änkor/änklingar","15","kvinnor",0
"Malmö","änkor/änklingar","16","män",0
"Malmö","änkor/änklingar","16","kvinnor",0
"Malmö","änkor/änklingar","17","män",0
"Malmö","änkor/änklingar","17","kvinnor",0
"Malmö","änkor/änklingar","18","män",0
"Malmö","änkor/änklingar","18","kvinnor",0
"Malmö","änkor/änklingar","19","män",0
"Malmö","änkor/änklingar","19","kvinnor",0
"Malmö","änkor/änklingar","20","män",0
"Malmö","änkor/änklingar","20","kvinnor",0
"Malmö","änkor/änklingar","21","män",0
"Malmö","änkor/änklingar","21","kvinnor",1
"Malmö","änkor/änklingar","22","män",0
"Malmö","änkor/änklingar","22","kvinnor",0
"Malmö","änkor/änklingar","23","män",0
"Malmö","änkor/änklingar","23","kvinnor",0
"Malmö","änkor/änklingar","24","män",0
"Malmö","änkor/änklingar","24","kvinnor",0
"Malmö","änkor/änklingar","25","män",0
"Malmö","änkor/änklingar","25","kvinnor",0
"Lund","ogifta","12","män",710
"Lund","ogifta","12","kvinnor",707
"Lund","ogifta","13","män",763
"Lund","ogifta","13","kvinnor",694
"Lund","ogifta","14","män",711
"Lund","ogifta","14","kvinnor",653
"Lund","ogifta","15","män",722
"Lund","ogifta","15","kvinnor",660
"Lund","ogifta","16","män",718
"Lund","ogifta","16","kvinnor",600
"Lund","ogifta","17","män",712
"Lund","ogifta","17","kvinnor",644
"Lund","ogifta","18","män",654
"Lund","ogifta","18","kvinnor",582
"Lund","ogifta","19","män",773
"Lund","ogifta","19","kvinnor",751
"Lund","ogifta","20","män",1126
"Lund","ogifta","20","kvinnor",1126
"Lund","ogifta","21","män",1265
"Lund","ogifta","21","kvinnor",1406
"Lund","ogifta","22","män",1430
"Lund","ogifta","22","kvinnor",1548
"Lund","ogifta","23","män",1432
"Lund","ogifta","23","kvinnor",1540
"Lund","ogifta","24","män",1470
"Lund","ogifta","24","kvinnor",1465
"Lund","ogifta","25","män",1370
"Lund","ogifta","25","kvinnor",1315
"Lund","gifta","12","män",0
"Lund","gifta","12","kvinnor",0
"Lund","gifta","13","män",0
"Lund","gifta","13","kvinnor",0
"Lund","gifta","14","män",0
"Lund","gifta","14","kvinnor",0
"Lund","gifta","15","män",0
"Lund","gifta","15","kvinnor",0
"Lund","gifta","16","män",0
"Lund","gifta","16","kvinnor",0
"Lund","gifta","17","män",0
"Lund","gifta","17","kvinnor",0
"Lund","gifta","18","män",0
"Lund","gifta","18","kvinnor",0
"Lund","gifta","19","män",0
"Lund","gifta","19","kvinnor",3
"Lund","gifta","20","män",0
"Lund","gifta","20","kvinnor",5
"Lund","gifta","21","män",2
"Lund","gifta","21","kvinnor",8
"Lund","gifta","22","män",11
"Lund","gifta","22","kvinnor",22
"Lund","gifta","23","män",14
"Lund","gifta","23","kvinnor",44
"Lund","gifta","24","män",34
"Lund","gifta","24","kvinnor",38
"Lund","gifta","25","män",28
"Lund","gifta","25","kvinnor",58
"Lund","skilda","12","män",0
"Lund","skilda","12","kvinnor",0
"Lund","skilda","13","män",0
"Lund","skilda","13","kvinnor",0
"Lund","skilda","14","män",0
"Lund","skilda","14","kvinnor",0
"Lund","skilda","15","män",0
"Lund","skilda","15","kvinnor",0
"Lund","skilda","16","män",0
"Lund","skilda","16","kvinnor",0
"Lund","skilda","17","män",0
"Lund","skilda","17","kvinnor",0
"Lund","skilda","18","män",0
"Lund","skilda","18","kvinnor",0
"Lund","skilda","19","män",0
"Lund","skilda","19","kvinnor",0
"Lund","skilda","20","män",0
"Lund","skilda","20","kvinnor",0
"Lund","skilda","21","män",0
"Lund","skilda","21","kvinnor",0
"Lund","skilda","22","män",1
"Lund","skilda","22","kvinnor",1
"Lund","skilda","23","män",0
"Lund","skilda","23","kvinnor",3
"Lund","skilda","24","män",2
"Lund","skilda","24","kvinnor",6
"Lund","skilda","25","män",2
"Lund","skilda","25","kvinnor",7
"Lund","änkor/änklingar","12","män",0
"Lund","änkor/änklingar","12","kvinnor",0
"Lund","änkor/änklingar","13","män",0
"Lund","änkor/änklingar","13","kvinnor",0
"Lund","änkor/änklingar","14","män",0
"Lund","änkor/änklingar","14","kvinnor",0
"Lund","änkor/änklingar","15","män",0
"Lund","änkor/änklingar","15","kvinnor",0
"Lund","änkor/änklingar","16","män",0
"Lund","änkor/änklingar","16","kvinnor",0
"Lund","änkor/änklingar","17","män",0
"Lund","änkor/änklingar","17","kvinnor",0
"Lund","änkor/änklingar","18","män",0
"Lund","änkor/änklingar","18","kvinnor",0
"Lund","änkor/änklingar","19","män",0
"Lund","änkor/änklingar","19","kvinnor",0
"Lund","änkor/änklingar","20","män",0
"Lund","änkor/änklingar","20","kvinnor",0
"Lund","änkor/änklingar","21","män",0
"Lund","änkor/änklingar","21","kvinnor",0
"Lund","änkor/änklingar","22","män",0
"Lund","änkor/änklingar","22","kvinnor",0
"Lund","änkor/änklingar","23","män",0
"Lund","änkor/änklingar","23","kvinnor",0
"Lund","änkor/änklingar","24","män",0
"Lund","änkor/änklingar","24","kvinnor",0
"Lund","änkor/änklingar","25","män",0
"Lund","änkor/änklingar","25","kvinnor",0
"Landskrona","ogifta","12","män",284
"Landskrona","ogifta","12","kvinnor",266
"Landskrona","ogifta","13","män",273
"Landskrona","ogifta","13","kvinnor",231
"Landskrona","ogifta","14","män",240
"Landskrona","ogifta","14","kvinnor",225
"Landskrona","ogifta","15","män",273
"Landskrona","ogifta","15","kvinnor",225
"Landskrona","ogifta","16","män",276
"Landskrona","ogifta","16","kvinnor",237
"Landskrona","ogifta","17","män",297
"Landskrona","ogifta","17","kvinnor",237
"Landskrona","ogifta","18","män",255
"Landskrona","ogifta","18","kvinnor",244
"Landskrona","ogifta","19","män",266
"Landskrona","ogifta","19","kvinnor",244
"Landskrona","ogifta","20","män",288
"Landskrona","ogifta","20","kvinnor",216
"Landskrona","ogifta","21","män",258
"Landskrona","ogifta","21","kvinnor",200
"Landskrona","ogifta","22","män",204
"Landskrona","ogifta","22","kvinnor",201
"Landskrona","ogifta","23","män",236
"Landskrona","ogifta","23","kvinnor",213
"Landskrona","ogifta","24","män",217
"Landskrona","ogifta","24","kvinnor",222
"Landskrona","ogifta","25","män",255
"Landskrona","ogifta","25","kvinnor",211
"Landskrona","gifta","12","män",0
"Landskrona","gifta","12","kvinnor",0
"Landskrona","gifta","13","män",0
"Landskrona","gifta","13","kvinnor",0
"Landskrona","gifta","14","män",0
"Landskrona","gifta","14","kvinnor",0
"Landskrona","gifta","15","män",0
"Landskrona","gifta","15","kvinnor",0
"Landskrona","gifta","16","män",0
"Landskrona","gifta","16","kvinnor",0
"Landskrona","gifta","17","män",0
"Landskrona","gifta","17","kvinnor",0
"Landskrona","gifta","18","män",0
"Landskrona","gifta","18","kvinnor",0
"Landskrona","gifta","19","män",1
"Landskrona","gifta","19","kvinnor",2
"Landskrona","gifta","20","män",1
"Landskrona","gifta","20","kvinnor",14
"Landskrona","gifta","21","män",3
"Landskrona","gifta","21","kvinnor",22
"Landskrona","gifta","22","män",6
"Landskrona","gifta","22","kvinnor",24
"Landskrona","gifta","23","män",12
"Landskrona","gifta","23","kvinnor",32
"Landskrona","gifta","24","män",17
"Landskrona","gifta","24","kvinnor",45
"Landskrona","gifta","25","män",20
"Landskrona","gifta","25","kvinnor",59
"Landskrona","skilda","12","män",0
"Landskrona","skilda","12","kvinnor",0
"Landskrona","skilda","13","män",0
"Landskrona","skilda","13","kvinnor",0
"Landskrona","skilda","14","män",0
"Landskrona","skilda","14","kvinnor",0
"Landskrona","skilda","15","män",0
"Landskrona","skilda","15","kvinnor",0
"Landskrona","skilda","16","män",0
"Landskrona","skilda","16","kvinnor",0
"Landskrona","skilda","17","män",0
"Landskrona","skilda","17","kvinnor",0
"Landskrona","skilda","18","män",0
"Landskrona","skilda","18","kvinnor",1
"Landskrona","skilda","19","män",1
"Landskrona","skilda","19","kvinnor",0
"Landskrona","skilda","20","män",0
"Landskrona","skilda","20","kvinnor",0
"Landskrona","skilda","21","män",0
"Landskrona","skilda","21","kvinnor",0
"Landskrona","skilda","22","män",0
"Landskrona","skilda","22","kvinnor",2
"Landskrona","skilda","23","män",0
"Landskrona","skilda","23","kvinnor",2
"Landskrona","skilda","24","män",1
"Landskrona","skilda","24","kvinnor",1
"Landskrona","skilda","25","män",2
"Landskrona","skilda","25","kvinnor",3
"Landskrona","änkor/änklingar","12","män",0
"Landskrona","änkor/änklingar","12","kvinnor",0
"Landskrona","änkor/änklingar","13","män",0
"Landskrona","änkor/änklingar","13","kvinnor",0
"Landskrona","änkor/änklingar","14","män",0
"Landskrona","änkor/änklingar","14","kvinnor",0
"Landskrona","änkor/änklingar","15","män",0
"Landskrona","änkor/änklingar","15","kvinnor",0
"Landskrona","änkor/änklingar","16","män",0
"Landskrona","änkor/änklingar","16","kvinnor",0
"Landskrona","änkor/änklingar","17","män",0
"Landskrona","änkor/änklingar","17","kvinnor",0
"Landskrona","änkor/änklingar","18","män",0
"Landskrona","änkor/änklingar","18","kvinnor",0
"Landskrona","änkor/änklingar","19","män",0
"Landskrona","änkor/änklingar","19","kvinnor",0
"Landskrona","änkor/änklingar","20","män",0
"Landskrona","änkor/änklingar","20","kvinnor",0
"Landskrona","änkor/änklingar","21","män",0
"Landskrona","änkor/änklingar","21","kvinnor",0
"Landskrona","änkor/änklingar","22","män",0
"Landskrona","änkor/änklingar","22","kvinnor",1
"Landskrona","änkor/änklingar","23","män",0
"Landskrona","änkor/änklingar","23","kvinnor",0
"Landskrona","änkor/änklingar","24","män",0
"Landskrona","änkor/änklingar","24","kvinnor",0
"Landskrona","änkor/änklingar","25","män",0
"Landskrona","änkor/änklingar","25","kvinnor",0
"Helsingborg","ogifta","12","män",844
"Helsingborg","ogifta","12","kvinnor",830
"Helsingborg","ogifta","13","män",876
"Helsingborg","ogifta","13","kvinnor",830
"Helsingborg","ogifta","14","män",876
"Helsingborg","ogifta","14","kvinnor",790
"Helsingborg","ogifta","15","män",862
"Helsingborg","ogifta","15","kvinnor",776
"Helsingborg","ogifta","16","män",829
"Helsingborg","ogifta","16","kvinnor",839
"Helsingborg","ogifta","17","män",806
"Helsingborg","ogifta","17","kvinnor",802
"Helsingborg","ogifta","18","män",857
"Helsingborg","ogifta","18","kvinnor",788
"Helsingborg","ogifta","19","män",871
"Helsingborg","ogifta","19","kvinnor",749
"Helsingborg","ogifta","20","män",891
"Helsingborg","ogifta","20","kvinnor",757
"Helsingborg","ogifta","21","män",839
"Helsingborg","ogifta","21","kvinnor",746
"Helsingborg","ogifta","22","män",781
"Helsingborg","ogifta","22","kvinnor",734
"Helsingborg","ogifta","23","män",837
"Helsingborg","ogifta","23","kvinnor",754
"Helsingborg","ogifta","24","män",935
"Helsingborg","ogifta","24","kvinnor",826
"Helsingborg","ogifta","25","män",959
"Helsingborg","ogifta","25","kvinnor",883
"Helsingborg","gifta","12","män",0
"Helsingborg","gifta","12","kvinnor",0
"Helsingborg","gifta","13","män",0
"Helsingborg","gifta","13","kvinnor",0
"Helsingborg","gifta","14","män",0
"Helsingborg","gifta","14","kvinnor",0
"Helsingborg","gifta","15","män",0
"Helsingborg","gifta","15","kvinnor",0
"Helsingborg","gifta","16","män",0
"Helsingborg","gifta","16","kvinnor",0
"Helsingborg","gifta","17","män",0
"Helsingborg","gifta","17","kvinnor",0
"Helsingborg","gifta","18","män",0
"Helsingborg","gifta","18","kvinnor",3
"Helsingborg","gifta","19","män",2
"Helsingborg","gifta","19","kvinnor",14
"Helsingborg","gifta","20","män",3
"Helsingborg","gifta","20","kvinnor",27
"Helsingborg","gifta","21","män",10
"Helsingborg","gifta","21","kvinnor",31
"Helsingborg","gifta","22","män",15
"Helsingborg","gifta","22","kvinnor",67
"Helsingborg","gifta","23","män",19
"Helsingborg","gifta","23","kvinnor",98
"Helsingborg","gifta","24","män",38
"Helsingborg","gifta","24","kvinnor",149
"Helsingborg","gifta","25","män",58
"Helsingborg","gifta","25","kvinnor",176
"Helsingborg","skilda","12","män",0
"Helsingborg","skilda","12","kvinnor",0
"Helsingborg","skilda","13","män",0
"Helsingborg","skilda","13","kvinnor",0
"Helsingborg","skilda","14","män",0
"Helsingborg","skilda","14","kvinnor",0
"Helsingborg","skilda","15","män",0
"Helsingborg","skilda","15","kvinnor",0
"Helsingborg","skilda","16","män",0
"Helsingborg","skilda","16","kvinnor",0
"Helsingborg","skilda","17","män",0
"Helsingborg","skilda","17","kvinnor",0
"Helsingborg","skilda","18","män",0
"Helsingborg","skilda","18","kvinnor",0
"Helsingborg","skilda","19","män",0
"Helsingborg","skilda","19","kvinnor",0
"Helsingborg","skilda","20","män",0
"Helsingborg","skilda","20","kvinnor",1
"Helsingborg","skilda","21","män",1
"Helsingborg","skilda","21","kvinnor",2
"Helsingborg","skilda","22","män",1
"Helsingborg","skilda","22","kvinnor",5
"Helsingborg","skilda","23","män",2
"Helsingborg","skilda","23","kvinnor",6
"Helsingborg","skilda","24","män",2
"Helsingborg","skilda","24","kvinnor",14
"Helsingborg","skilda","25","män",9
"Helsingborg","skilda","25","kvinnor",20
"Helsingborg","änkor/änklingar","12","män",0
"Helsingborg","änkor/änklingar","12","kvinnor",0
"Helsingborg","änkor/änklingar","13","män",0
"Helsingborg","änkor/änklingar","13","kvinnor",0
"Helsingborg","änkor/änklingar","14","män",0
"Helsingborg","änkor/änklingar","14","kvinnor",0
"Helsingborg","änkor/änklingar","15","män",0
"Helsingborg","änkor/änklingar","15","kvinnor",0
"Helsingborg","änkor/änklingar","16","män",0
"Helsingborg","änkor/änklingar","16","kvinnor",0
"Helsingborg","änkor/änklingar","17","män",0
"Helsingborg","änkor/änklingar","17","kvinnor",0
"Helsingborg","änkor/änklingar","18","män",0
"Helsingborg","änkor/änklingar","18","kvinnor",0
"Helsingborg","änkor/änklingar","19","män",0
"Helsingborg","änkor/änklingar","19","kvinnor",0
"Helsingborg","änkor/änklingar","20","män",0
"Helsingborg","änkor/änklingar","20","kvinnor",0
"Helsingborg","änkor/änklingar","21","män",0
"Helsingborg","änkor/änklingar","21","kvinnor",0
"Helsingborg","änkor/änklingar","22","män",0
"Helsingborg","änkor/änklingar","22","kvinnor",1
"Helsingborg","änkor/änklingar","23","män",0
"Helsingborg","änkor/änklingar","23","kvinnor",0
"Helsingborg","änkor/änklingar","24","män",0
"Helsingborg","änkor/änklingar","24","kvinnor",0
"Helsingborg","änkor/änklingar","25","män",0
"Helsingborg","änkor/änklingar","25","kvinnor",0
"Höganäs","ogifta","12","män",175
"Höganäs","ogifta","12","kvinnor",185
"Höganäs","ogifta","13","män",175
"Höganäs","ogifta","13","kvinnor",171
"Höganäs","ogifta","14","män",184
"Höganäs","ogifta","14","kvinnor",173
"Höganäs","ogifta","15","män",150
"Höganäs","ogifta","15","kvinnor",163
"Höganäs","ogifta","16","män",194
"Höganäs","ogifta","16","kvinnor",156
"Höganäs","ogifta","17","män",145
"Höganäs","ogifta","17","kvinnor",146
"Höganäs","ogifta","18","män",170
"Höganäs","ogifta","18","kvinnor",127
"Höganäs","ogifta","19","män",154
"Höganäs","ogifta","19","kvinnor",144
"Höganäs","ogifta","20","män",157
"Höganäs","ogifta","20","kvinnor",103
"Höganäs","ogifta","21","män",139
"Höganäs","ogifta","21","kvinnor",94
"Höganäs","ogifta","22","män",124
"Höganäs","ogifta","22","kvinnor",74
"Höganäs","ogifta","23","män",97
"Höganäs","ogifta","23","kvinnor",62
"Höganäs","ogifta","24","män",102
"Höganäs","ogifta","24","kvinnor",56
"Höganäs","ogifta","25","män",98
"Höganäs","ogifta","25","kvinnor",59
"Höganäs","gifta","12","män",0
"Höganäs","gifta","12","kvinnor",0
"Höganäs","gifta","13","män",0
"Höganäs","gifta","13","kvinnor",0
"Höganäs","gifta","14","män",0
"Höganäs","gifta","14","kvinnor",0
"Höganäs","gifta","15","män",0
"Höganäs","gifta","15","kvinnor",0
"Höganäs","gifta","16","män",0
"Höganäs","gifta","16","kvinnor",0
"Höganäs","gifta","17","män",0
"Höganäs","gifta","17","kvinnor",0
"Höganäs","gifta","18","män",0
"Höganäs","gifta","18","kvinnor",1
"Höganäs","gifta","19","män",0
"Höganäs","gifta","19","kvinnor",1
"Höganäs","gifta","20","män",0
"Höganäs","gifta","20","kvinnor",3
"Höganäs","gifta","21","män",1
"Höganäs","gifta","21","kvinnor",3
"Höganäs","gifta","22","män",2
"Höganäs","gifta","22","kvinnor",3
"Höganäs","gifta","23","män",2
"Höganäs","gifta","23","kvinnor",7
"Höganäs","gifta","24","män",5
"Höganäs","gifta","24","kvinnor",12
"Höganäs","gifta","25","män",4
"Höganäs","gifta","25","kvinnor",14
"Höganäs","skilda","12","män",0
"Höganäs","skilda","12","kvinnor",0
"Höganäs","skilda","13","män",0
"Höganäs","skilda","13","kvinnor",0
"Höganäs","skilda","14","män",0
"Höganäs","skilda","14","kvinnor",0
"Höganäs","skilda","15","män",0
"Höganäs","skilda","15","kvinnor",0
"Höganäs","skilda","16","män",0
"Höganäs","skilda","16","kvinnor",0
"Höganäs","skilda","17","män",0
"Höganäs","skilda","17","kvinnor",0
"Höganäs","skilda","18","män",0
"Höganäs","skilda","18","kvinnor",0
"Höganäs","skilda","19","män",0
"Höganäs","skilda","19","kvinnor",0
"Höganäs","skilda","20","män",0
"Höganäs","skilda","20","kvinnor",0
"Höganäs","skilda","21","män",0
"Höganäs","skilda","21","kvinnor",2
"Höganäs","skilda","22","män",0
"Höganäs","skilda","22","kvinnor",0
"Höganäs","skilda","23","män",0
"Höganäs","skilda","23","kvinnor",0
"Höganäs","skilda","24","män",0
"Höganäs","skilda","24","kvinnor",0
"Höganäs","skilda","25","män",2
"Höganäs","skilda","25","kvinnor",0
"Höganäs","änkor/änklingar","12","män",0
"Höganäs","änkor/änklingar","12","kvinnor",0
"Höganäs","änkor/änklingar","13","män",0
"Höganäs","änkor/änklingar","13","kvinnor",0
"Höganäs","änkor/änklingar","14","män",0
"Höganäs","änkor/änklingar","14","kvinnor",0
"Höganäs","änkor/änklingar","15","män",0
"Höganäs","änkor/änklingar","15","kvinnor",0
"Höganäs","änkor/änklingar","16","män",0
"Höganäs","änkor/änklingar","16","kvinnor",0
"Höganäs","änkor/änklingar","17","män",0
"Höganäs","änkor/änklingar","17","kvinnor",0
"Höganäs","änkor/änklingar","18","män",0
"Höganäs","änkor/änklingar","18","kvinnor",0
"Höganäs","änkor/änklingar","19","män",0
"Höganäs","änkor/änklingar","19","kvinnor",0
"Höganäs","änkor/änklingar","20","män",0
"Höganäs","änkor/änklingar","20","kvinnor",0
"Höganäs","änkor/änklingar","21","män",0
"Höganäs","änkor/änklingar","21","kvinnor",0
"Höganäs","änkor/änklingar","22","män",0
"Höganäs","änkor/änklingar","22","kvinnor",0
"Höganäs","änkor/änklingar","23","män",0
