"region","markanvändningsklass","X2015"
"Jokkmokk","golfbanor och skidpistar",114
"Jokkmokk","vatten",173364
"Jokkmokk","övrig mark",854814
"Jokkmokk","total landareal",1760076
"Överkalix","åkermark",955
"Överkalix","betesmark",156
"Överkalix","skogsmark, produktiv",145167
"Överkalix","skogsmark, improduktiv",89763
"Överkalix","total skogsmark",234930
"Överkalix","bebyggd mark och tillhörande mark",2931
"Överkalix","täkter och gruvområden",338
"Överkalix","golfbanor och skidpistar",2
"Överkalix","vatten",15495
"Överkalix","övrig mark",37140
"Överkalix","total landareal",276452
"Kalix","åkermark",2889
"Kalix","betesmark",64
"Kalix","skogsmark, produktiv",91478
"Kalix","skogsmark, improduktiv",56565
"Kalix","total skogsmark",148044
"Kalix","bebyggd mark och tillhörande mark",4597
"Kalix","täkter och gruvområden",186
"Kalix","golfbanor och skidpistar",42
"Kalix","vatten",10068
"Kalix","övrig mark",24486
"Kalix","total landareal",180308
"Övertorneå","åkermark",1978
"Övertorneå","betesmark",237
"Övertorneå","skogsmark, produktiv",124643
"Övertorneå","skogsmark, improduktiv",77072
"Övertorneå","total skogsmark",201715
"Övertorneå","bebyggd mark och tillhörande mark",2855
"Övertorneå","täkter och gruvområden",109
"Övertorneå","golfbanor och skidpistar",152
"Övertorneå","vatten",13022
"Övertorneå","övrig mark",29184
"Övertorneå","total landareal",236230
"Pajala","åkermark",894
"Pajala","betesmark",1049
"Pajala","skogsmark, produktiv",322702
"Pajala","skogsmark, improduktiv",199541
"Pajala","total skogsmark",522243
"Pajala","bebyggd mark och tillhörande mark",5826
"Pajala","täkter och gruvområden",932
"Pajala","golfbanor och skidpistar",0
"Pajala","vatten",21041
"Pajala","övrig mark",253086
"Pajala","total landareal",784030
"Gällivare","åkermark",158
"Gällivare","betesmark",54
"Gällivare","skogsmark, produktiv",527104
"Gällivare","skogsmark, improduktiv",325932
"Gällivare","total skogsmark",853036
"Gällivare","bebyggd mark och tillhörande mark",6923
"Gällivare","täkter och gruvområden",6350
"Gällivare","golfbanor och skidpistar",156
"Gällivare","vatten",112746
"Gällivare","övrig mark",702401
"Gällivare","total landareal",1569078
"Älvsbyn","åkermark",2298
"Älvsbyn","betesmark",11
"Älvsbyn","skogsmark, produktiv",92018
"Älvsbyn","skogsmark, improduktiv",56899
"Älvsbyn","total skogsmark",148918
"Älvsbyn","bebyggd mark och tillhörande mark",2961
"Älvsbyn","täkter och gruvområden",108
"Älvsbyn","golfbanor och skidpistar",17
"Älvsbyn","vatten",9600
"Älvsbyn","övrig mark",15612
"Älvsbyn","total landareal",169924
"Luleå","åkermark",7402
"Luleå","betesmark",300
"Luleå","skogsmark, produktiv",102360
"Luleå","skogsmark, improduktiv",63294
"Luleå","total skogsmark",165654
"Luleå","bebyggd mark och tillhörande mark",8547
"Luleå","täkter och gruvområden",290
"Luleå","golfbanor och skidpistar",116
"Luleå","vatten",14839
"Luleå","övrig mark",27098
"Luleå","total landareal",209408
"Piteå","åkermark",8167
"Piteå","betesmark",80
"Piteå","skogsmark, produktiv",154525
"Piteå","skogsmark, improduktiv",95550
"Piteå","total skogsmark",250075
"Piteå","bebyggd mark och tillhörande mark",7917
"Piteå","täkter och gruvområden",315
"Piteå","golfbanor och skidpistar",90
"Piteå","vatten",14904
"Piteå","övrig mark",41960
"Piteå","total landareal",308604
"Boden","åkermark",5432
"Boden","betesmark",217
"Boden","skogsmark, produktiv",213467
"Boden","skogsmark, improduktiv",131996
"Boden","total skogsmark",345463
"Boden","bebyggd mark och tillhörande mark",6750
"Boden","täkter och gruvområden",177
"Boden","golfbanor och skidpistar",93
"Boden","vatten",27721
"Boden","övrig mark",42657
"Boden","total landareal",400789
"Haparanda","åkermark",1920
"Haparanda","betesmark",56
"Haparanda","skogsmark, produktiv",42654
"Haparanda","skogsmark, improduktiv",26375
"Haparanda","total skogsmark",69030
"Haparanda","bebyggd mark och tillhörande mark",2217
"Haparanda","täkter och gruvområden",732
"Haparanda","golfbanor och skidpistar",46
"Haparanda","vatten",3858
"Haparanda","övrig mark",18127
"Haparanda","total landareal",92127
"Kiruna","åkermark",131
"Kiruna","betesmark",393
"Kiruna","skogsmark, produktiv",500056
"Kiruna","skogsmark, improduktiv",309207
"Kiruna","total skogsmark",809263
"Kiruna","bebyggd mark och tillhörande mark",5530
"Kiruna","täkter och gruvområden",4749
"Kiruna","golfbanor och skidpistar",545
"Kiruna","vatten",139608
"Kiruna","övrig mark",1094926
"Kiruna","total landareal",1915537
