"Municipality","SchoolOrganiser","Gender","Students","value"
"Mönsterås","Samtliga","Pojkar","Ineligible",22.981
"Mönsterås","Kommunal","Pojkar","Total",67
"Mönsterås","Kommunal","Pojkar","Eligible",44.019
"Mönsterås","Kommunal","Pojkar","Ineligible",22.981
"Mörbylånga","Samtliga","Pojkar","Total",82
"Mörbylånga","Samtliga","Pojkar","Eligible",71.012
"Mörbylånga","Samtliga","Pojkar","Ineligible",10.988
"Mörbylånga","Kommunal","Pojkar","Total",52
"Mörbylånga","Kommunal","Pojkar","Eligible",40.976
"Mörbylånga","Kommunal","Pojkar","Ineligible",11.024
"Mörbylånga","Enskild","Pojkar","Total",30
"Mörbylånga","Enskild","Pojkar","Eligible",30
"Mörbylånga","Enskild","Pojkar","Ineligible",0
"Nacka","Samtliga","Pojkar","Total",714
"Nacka","Samtliga","Pojkar","Eligible",669.018
"Nacka","Samtliga","Pojkar","Ineligible",44.982
"Nacka","Kommunal","Pojkar","Total",500
"Nacka","Kommunal","Pojkar","Eligible",469
"Nacka","Kommunal","Pojkar","Ineligible",31
"Nacka","Enskild","Pojkar","Total",214
"Nacka","Enskild","Pojkar","Eligible",200.09
"Nacka","Enskild","Pojkar","Ineligible",13.91
"Nora","Samtliga","Pojkar","Total",68
"Nora","Samtliga","Pojkar","Eligible",46.988
"Nora","Samtliga","Pojkar","Ineligible",21.012
"Nora","Kommunal","Pojkar","Total",68
"Nora","Kommunal","Pojkar","Eligible",46.988
"Nora","Kommunal","Pojkar","Ineligible",21.012
"Norberg","Samtliga","Pojkar","Total",34
"Norberg","Samtliga","Pojkar","Eligible",22.984
"Norberg","Samtliga","Pojkar","Ineligible",11.016
"Norberg","Kommunal","Pojkar","Total",34
"Norberg","Kommunal","Pojkar","Eligible",22.984
"Norberg","Kommunal","Pojkar","Ineligible",11.016
"Nordanstig","Samtliga","Pojkar","Total",32
"Nordanstig","Samtliga","Pojkar","Eligible",32
"Nordanstig","Samtliga","Pojkar","Ineligible",0
"Nordanstig","Kommunal","Pojkar","Total",31
"Nordanstig","Kommunal","Pojkar","Eligible",31
"Nordanstig","Kommunal","Pojkar","Ineligible",0
"Nordanstig","Enskild","Pojkar","Total",0
"Nordanstig","Enskild","Pojkar","Eligible",0
"Nordanstig","Enskild","Pojkar","Ineligible",0
"Nordmaling","Samtliga","Pojkar","Total",36
"Nordmaling","Samtliga","Pojkar","Eligible",36
"Nordmaling","Samtliga","Pojkar","Ineligible",0
"Nordmaling","Kommunal","Pojkar","Total",36
"Nordmaling","Kommunal","Pojkar","Eligible",36
"Nordmaling","Kommunal","Pojkar","Ineligible",0
"Norrköping","Samtliga","Pojkar","Total",800
"Norrköping","Samtliga","Pojkar","Eligible",636.8
"Norrköping","Samtliga","Pojkar","Ineligible",163.2
"Norrköping","Kommunal","Pojkar","Total",588
"Norrköping","Kommunal","Pojkar","Eligible",446.292
"Norrköping","Kommunal","Pojkar","Ineligible",141.708
"Norrköping","Enskild","Pojkar","Total",212
"Norrköping","Enskild","Pojkar","Eligible",191.012
"Norrköping","Enskild","Pojkar","Ineligible",20.988
"Norrtälje","Samtliga","Pojkar","Total",304
"Norrtälje","Samtliga","Pojkar","Eligible",256.88
"Norrtälje","Samtliga","Pojkar","Ineligible",47.12
"Norrtälje","Kommunal","Pojkar","Total",248
"Norrtälje","Kommunal","Pojkar","Eligible",204.104
"Norrtälje","Kommunal","Pojkar","Ineligible",43.896
"Norrtälje","Enskild","Pojkar","Total",56
"Norrtälje","Enskild","Pojkar","Eligible",56
"Norrtälje","Enskild","Pojkar","Ineligible",0
"Norsjö","Samtliga","Pojkar","Total",18
"Norsjö","Samtliga","Pojkar","Eligible",18
"Norsjö","Samtliga","Pojkar","Ineligible",0
"Norsjö","Kommunal","Pojkar","Total",18
"Norsjö","Kommunal","Pojkar","Eligible",18
"Norsjö","Kommunal","Pojkar","Ineligible",0
"Nybro","Samtliga","Pojkar","Total",104
"Nybro","Samtliga","Pojkar","Eligible",79.976
"Nybro","Samtliga","Pojkar","Ineligible",24.024
"Nybro","Kommunal","Pojkar","Total",104
"Nybro","Kommunal","Pojkar","Eligible",79.976
"Nybro","Kommunal","Pojkar","Ineligible",24.024
"Nykvarn","Samtliga","Pojkar","Total",100
"Nykvarn","Samtliga","Pojkar","Eligible",100
"Nykvarn","Samtliga","Pojkar","Ineligible",0
"Nykvarn","Kommunal","Pojkar","Total",100
"Nykvarn","Kommunal","Pojkar","Eligible",100
"Nykvarn","Kommunal","Pojkar","Ineligible",0
"Nyköping","Samtliga","Pojkar","Total",331
"Nyköping","Samtliga","Pojkar","Eligible",272.082
"Nyköping","Samtliga","Pojkar","Ineligible",58.918
"Nyköping","Kommunal","Pojkar","Total",223
"Nyköping","Kommunal","Pojkar","Eligible",175.947
"Nyköping","Kommunal","Pojkar","Ineligible",47.053
"Nyköping","Enskild","Pojkar","Total",108
"Nyköping","Enskild","Pojkar","Eligible",96.012
"Nyköping","Enskild","Pojkar","Ineligible",11.988
"Nynäshamn","Samtliga","Pojkar","Total",121
"Nynäshamn","Samtliga","Pojkar","Eligible",105.996
"Nynäshamn","Samtliga","Pojkar","Ineligible",15.004
"Nynäshamn","Kommunal","Pojkar","Total",121
"Nynäshamn","Kommunal","Pojkar","Eligible",105.996
"Nynäshamn","Kommunal","Pojkar","Ineligible",15.004
"Nässjö","Samtliga","Pojkar","Total",197
"Nässjö","Samtliga","Pojkar","Eligible",156.024
"Nässjö","Samtliga","Pojkar","Ineligible",40.976
"Nässjö","Kommunal","Pojkar","Total",197
"Nässjö","Kommunal","Pojkar","Eligible",156.024
"Nässjö","Kommunal","Pojkar","Ineligible",40.976
"Ockelbo","Samtliga","Pojkar","Total",35
"Ockelbo","Samtliga","Pojkar","Eligible",24.01
"Ockelbo","Samtliga","Pojkar","Ineligible",10.99
"Ockelbo","Kommunal","Pojkar","Total",35
"Ockelbo","Kommunal","Pojkar","Eligible",24.01
"Ockelbo","Kommunal","Pojkar","Ineligible",10.99
"Olofström","Samtliga","Pojkar","Total",73
"Olofström","Samtliga","Pojkar","Eligible",60.006
"Olofström","Samtliga","Pojkar","Ineligible",12.994
"Olofström","Kommunal","Pojkar","Total",73
"Olofström","Kommunal","Pojkar","Eligible",60.006
"Olofström","Kommunal","Pojkar","Ineligible",12.994
"Orsa","Samtliga","Pojkar","Total",33
"Orsa","Samtliga","Pojkar","Eligible",33
"Orsa","Samtliga","Pojkar","Ineligible",0
"Orsa","Kommunal","Pojkar","Total",33
"Orsa","Kommunal","Pojkar","Eligible",33
"Orsa","Kommunal","Pojkar","Ineligible",0
"Orust","Samtliga","Pojkar","Total",65
"Orust","Samtliga","Pojkar","Eligible",49.985
"Orust","Samtliga","Pojkar","Ineligible",15.015
"Orust","Kommunal","Pojkar","Total",62
"Orust","Kommunal","Pojkar","Eligible",46.996
"Orust","Kommunal","Pojkar","Ineligible",15.004
"Orust","Enskild","Pojkar","Total",0
"Orust","Enskild","Pojkar","Eligible",0
"Orust","Enskild","Pojkar","Ineligible",0
"Osby","Samtliga","Pojkar","Total",78
"Osby","Samtliga","Pojkar","Eligible",57.018
"Osby","Samtliga","Pojkar","Ineligible",20.982
"Osby","Kommunal","Pojkar","Total",78
"Osby","Kommunal","Pojkar","Eligible",57.018
"Osby","Kommunal","Pojkar","Ineligible",20.982
"Oskarshamn","Samtliga","Pojkar","Total",157
"Oskarshamn","Samtliga","Pojkar","Eligible",134.078
"Oskarshamn","Samtliga","Pojkar","Ineligible",22.922
"Oskarshamn","Kommunal","Pojkar","Total",157
"Oskarshamn","Kommunal","Pojkar","Eligible",134.078
"Oskarshamn","Kommunal","Pojkar","Ineligible",22.922
"Ovanåker","Samtliga","Pojkar","Total",48
"Ovanåker","Samtliga","Pojkar","Eligible",38.016
"Ovanåker","Samtliga","Pojkar","Ineligible",9.984
"Ovanåker","Kommunal","Pojkar","Total",48
"Ovanåker","Kommunal","Pojkar","Eligible",38.016
"Ovanåker","Kommunal","Pojkar","Ineligible",9.984
"Oxelösund","Samtliga","Pojkar","Total",48
"Oxelösund","Samtliga","Pojkar","Eligible",48
"Oxelösund","Samtliga","Pojkar","Ineligible",0
"Oxelösund","Kommunal","Pojkar","Total",48
"Oxelösund","Kommunal","Pojkar","Eligible",48
"Oxelösund","Kommunal","Pojkar","Ineligible",0
"Pajala","Samtliga","Pojkar","Total",27
"Pajala","Samtliga","Pojkar","Eligible",27
"Pajala","Samtliga","Pojkar","Ineligible",0
"Pajala","Kommunal","Pojkar","Total",23
"Pajala","Kommunal","Pojkar","Eligible",23
"Pajala","Kommunal","Pojkar","Ineligible",0
"Pajala","Enskild","Pojkar","Total",0
"Pajala","Enskild","Pojkar","Eligible",0
"Pajala","Enskild","Pojkar","Ineligible",0
"Partille","Samtliga","Pojkar","Total",261
"Partille","Samtliga","Pojkar","Eligible",217.935
"Partille","Samtliga","Pojkar","Ineligible",43.065
"Partille","Kommunal","Pojkar","Total",253
"Partille","Kommunal","Pojkar","Eligible",209.99
"Partille","Kommunal","Pojkar","Ineligible",43.01
"Partille","Enskild","Pojkar","Total",0
"Partille","Enskild","Pojkar","Eligible",0
"Partille","Enskild","Pojkar","Ineligible",0
"Perstorp","Samtliga","Pojkar","Total",46
"Perstorp","Samtliga","Pojkar","Eligible",32.982
"Perstorp","Samtliga","Pojkar","Ineligible",13.018
"Perstorp","Kommunal","Pojkar","Total",46
"Perstorp","Kommunal","Pojkar","Eligible",32.982
"Perstorp","Kommunal","Pojkar","Ineligible",13.018
"Piteå","Samtliga","Pojkar","Total",242
"Piteå","Samtliga","Pojkar","Eligible",221.914
"Piteå","Samtliga","Pojkar","Ineligible",20.086
"Piteå","Kommunal","Pojkar","Total",242
"Piteå","Kommunal","Pojkar","Eligible",221.914
"Piteå","Kommunal","Pojkar","Ineligible",20.086
"Ragunda","Samtliga","Pojkar","Total",30
"Ragunda","Samtliga","Pojkar","Eligible",18
"Ragunda","Samtliga","Pojkar","Ineligible",12
"Ragunda","Kommunal","Pojkar","Total",30
"Ragunda","Kommunal","Pojkar","Eligible",18
"Ragunda","Kommunal","Pojkar","Ineligible",12
"Robertsfors","Samtliga","Pojkar","Total",32
"Robertsfors","Samtliga","Pojkar","Eligible",32
"Robertsfors","Samtliga","Pojkar","Ineligible",0
"Robertsfors","Kommunal","Pojkar","Total",32
"Robertsfors","Kommunal","Pojkar","Eligible",32
"Robertsfors","Kommunal","Pojkar","Ineligible",0
"Ronneby","Samtliga","Pojkar","Total",156
"Ronneby","Samtliga","Pojkar","Eligible",119.028
"Ronneby","Samtliga","Pojkar","Ineligible",36.972
"Ronneby","Kommunal","Pojkar","Total",141
"Ronneby","Kommunal","Pojkar","Eligible",105.045
"Ronneby","Kommunal","Pojkar","Ineligible",35.955
"Ronneby","Enskild","Pojkar","Total",0
"Ronneby","Enskild","Pojkar","Eligible",0
"Ronneby","Enskild","Pojkar","Ineligible",0
"Rättvik","Samtliga","Pojkar","Total",63
"Rättvik","Samtliga","Pojkar","Eligible",63
"Rättvik","Samtliga","Pojkar","Ineligible",0
"Rättvik","Kommunal","Pojkar","Total",63
"Rättvik","Kommunal","Pojkar","Eligible",63
"Rättvik","Kommunal","Pojkar","Ineligible",0
"Sala","Samtliga","Pojkar","Total",128
"Sala","Samtliga","Pojkar","Eligible",105.984
"Sala","Samtliga","Pojkar","Ineligible",22.016
"Sala","Kommunal","Pojkar","Total",128
"Sala","Kommunal","Pojkar","Eligible",105.984
"Sala","Kommunal","Pojkar","Ineligible",22.016
"Salem","Samtliga","Pojkar","Total",106
"Salem","Samtliga","Pojkar","Eligible",92.962
"Salem","Samtliga","Pojkar","Ineligible",13.038
"Salem","Kommunal","Pojkar","Total",92
"Salem","Kommunal","Pojkar","Eligible",80.04
"Salem","Kommunal","Pojkar","Ineligible",11.96
"Salem","Enskild","Pojkar","Total",14
"Salem","Enskild","Pojkar","Eligible",14
"Salem","Enskild","Pojkar","Ineligible",0
"Sandviken","Samtliga","Pojkar","Total",252
"Sandviken","Samtliga","Pojkar","Eligible",177.912
"Sandviken","Samtliga","Pojkar","Ineligible",74.088
"Sandviken","Kommunal","Pojkar","Total",240
"Sandviken","Kommunal","Pojkar","Eligible",166.08
"Sandviken","Kommunal","Pojkar","Ineligible",73.92
"Sandviken","Enskild","Pojkar","Total",0
"Sandviken","Enskild","Pojkar","Eligible",0
"Sandviken","Enskild","Pojkar","Ineligible",0
"Sigtuna","Samtliga","Pojkar","Total",315
"Sigtuna","Samtliga","Pojkar","Eligible",273.105
"Sigtuna","Samtliga","Pojkar","Ineligible",41.895
"Sigtuna","Kommunal","Pojkar","Total",235
"Sigtuna","Kommunal","Pojkar","Eligible",195.05
"Sigtuna","Kommunal","Pojkar","Ineligible",39.95
"Sigtuna","Enskild","Pojkar","Total",80
"Sigtuna","Enskild","Pojkar","Eligible",80
"Sigtuna","Enskild","Pojkar","Ineligible",0
"Simrishamn","Samtliga","Pojkar","Total",96
"Simrishamn","Samtliga","Pojkar","Eligible",74.976
"Simrishamn","Samtliga","Pojkar","Ineligible",21.024
"Simrishamn","Kommunal","Pojkar","Total",75
"Simrishamn","Kommunal","Pojkar","Eligible",56.025
"Simrishamn","Kommunal","Pojkar","Ineligible",18.975
"Simrishamn","Enskild","Pojkar","Total",21
"Simrishamn","Enskild","Pojkar","Eligible",21
"Simrishamn","Enskild","Pojkar","Ineligible",0
"Sjöbo","Samtliga","Pojkar","Total",44
"Sjöbo","Samtliga","Pojkar","Eligible",31.988
"Sjöbo","Samtliga","Pojkar","Ineligible",12.012
"Sjöbo","Kommunal","Pojkar","Total",41
"Sjöbo","Kommunal","Pojkar","Eligible",30.012
"Sjöbo","Kommunal","Pojkar","Ineligible",10.988
"Sjöbo","Enskild","Pojkar","Total",0
"Sjöbo","Enskild","Pojkar","Eligible",0
"Sjöbo","Enskild","Pojkar","Ineligible",0
"Skara","Samtliga","Pojkar","Total",117
"Skara","Samtliga","Pojkar","Eligible",93.015
"Skara","Samtliga","Pojkar","Ineligible",23.985
"Skara","Kommunal","Pojkar","Total",105
"Skara","Kommunal","Pojkar","Eligible",80.955
"Skara","Kommunal","Pojkar","Ineligible",24.045
"Skara","Enskild","Pojkar","Total",12
"Skara","Enskild","Pojkar","Eligible",12
"Skara","Enskild","Pojkar","Ineligible",0
"Skellefteå","Samtliga","Pojkar","Total",420
"Skellefteå","Samtliga","Pojkar","Eligible",336.84
"Skellefteå","Samtliga","Pojkar","Ineligible",83.16
"Skellefteå","Kommunal","Pojkar","Total",408
"Skellefteå","Kommunal","Pojkar","Eligible",325.176
"Skellefteå","Kommunal","Pojkar","Ineligible",82.824
"Skellefteå","Enskild","Pojkar","Total",12
"Skellefteå","Enskild","Pojkar","Eligible",12
"Skellefteå","Enskild","Pojkar","Ineligible",0
"Skinnskatteberg","Samtliga","Pojkar","Total",28
"Skinnskatteberg","Samtliga","Pojkar","Eligible",28
"Skinnskatteberg","Samtliga","Pojkar","Ineligible",0
"Skinnskatteberg","Kommunal","Pojkar","Total",28
"Skinnskatteberg","Kommunal","Pojkar","Eligible",28
"Skinnskatteberg","Kommunal","Pojkar","Ineligible",0
"Skurup","Samtliga","Pojkar","Total",70
"Skurup","Samtliga","Pojkar","Eligible",58.03
"Skurup","Samtliga","Pojkar","Ineligible",11.97
"Skurup","Kommunal","Pojkar","Total",70
"Skurup","Kommunal","Pojkar","Eligible",58.03
"Skurup","Kommunal","Pojkar","Ineligible",11.97
"Skövde","Samtliga","Pojkar","Total",325
"Skövde","Samtliga","Pojkar","Eligible",274.95
"Skövde","Samtliga","Pojkar","Ineligible",50.05
"Skövde","Kommunal","Pojkar","Total",325
"Skövde","Kommunal","Pojkar","Eligible",274.95
"Skövde","Kommunal","Pojkar","Ineligible",50.05
"Skövde","Enskild","Pojkar","Total",0
"Skövde","Enskild","Pojkar","Eligible",0
"Skövde","Enskild","Pojkar","Ineligible",0
"Smedjebacken","Samtliga","Pojkar","Total",51
"Smedjebacken","Samtliga","Pojkar","Eligible",51
"Smedjebacken","Samtliga","Pojkar","Ineligible",0
"Smedjebacken","Kommunal","Pojkar","Total",51
"Smedjebacken","Kommunal","Pojkar","Eligible",51
"Smedjebacken","Kommunal","Pojkar","Ineligible",0
"Sollefteå","Samtliga","Pojkar","Total",110
"Sollefteå","Samtliga","Pojkar","Eligible",81.95
"Sollefteå","Samtliga","Pojkar","Ineligible",28.05
"Sollefteå","Kommunal","Pojkar","Total",110
"Sollefteå","Kommunal","Pojkar","Eligible",81.95
"Sollefteå","Kommunal","Pojkar","Ineligible",28.05
"Sollentuna","Samtliga","Pojkar","Total",565
"Sollentuna","Samtliga","Pojkar","Eligible",519.235
"Sollentuna","Samtliga","Pojkar","Ineligible",45.765
"Sollentuna","Kommunal","Pojkar","Total",391
"Sollentuna","Kommunal","Pojkar","Eligible",358.938
"Sollentuna","Kommunal","Pojkar","Ineligible",32.062
"Sollentuna","Enskild","Pojkar","Total",174
"Sollentuna","Enskild","Pojkar","Eligible",160.08
"Sollentuna","Enskild","Pojkar","Ineligible",13.92
"Solna","Samtliga","Pojkar","Total",253
"Solna","Samtliga","Pojkar","Eligible",211.002
"Solna","Samtliga","Pojkar","Ineligible",41.998
"Solna","Kommunal","Pojkar","Total",164
"Solna","Kommunal","Pojkar","Eligible",136.94
"Solna","Kommunal","Pojkar","Ineligible",27.06
"Solna","Enskild","Pojkar","Total",89
"Solna","Enskild","Pojkar","Eligible",73.959
"Solna","Enskild","Pojkar","Ineligible",15.041
"Sorsele","Samtliga","Pojkar","Total",18
"Sorsele","Samtliga","Pojkar","Eligible",18
"Sorsele","Samtliga","Pojkar","Ineligible",0
"Sorsele","Kommunal","Pojkar","Total",18
"Sorsele","Kommunal","Pojkar","Eligible",18
"Sorsele","Kommunal","Pojkar","Ineligible",0
"Sotenäs","Samtliga","Pojkar","Total",37
"Sotenäs","Samtliga","Pojkar","Eligible",37
"Sotenäs","Samtliga","Pojkar","Ineligible",0
"Sotenäs","Kommunal","Pojkar","Total",37
"Sotenäs","Kommunal","Pojkar","Eligible",37
"Sotenäs","Kommunal","Pojkar","Ineligible",0
"Staffanstorp","Samtliga","Pojkar","Total",145
"Staffanstorp","Samtliga","Pojkar","Eligible",131.95
"Staffanstorp","Samtliga","Pojkar","Ineligible",13.05
"Staffanstorp","Kommunal","Pojkar","Total",145
"Staffanstorp","Kommunal","Pojkar","Eligible",131.95
"Staffanstorp","Kommunal","Pojkar","Ineligible",13.05
"Stenungsund","Samtliga","Pojkar","Total",183
"Stenungsund","Samtliga","Pojkar","Eligible",155.001
"Stenungsund","Samtliga","Pojkar","Ineligible",27.999
"Stenungsund","Kommunal","Pojkar","Total",175
"Stenungsund","Kommunal","Pojkar","Eligible",148.05
"Stenungsund","Kommunal","Pojkar","Ineligible",26.95
"Stenungsund","Enskild","Pojkar","Total",0
"Stenungsund","Enskild","Pojkar","Eligible",0
"Stenungsund","Enskild","Pojkar","Ineligible",0
"Stockholm","Samtliga","Pojkar","Total",4930
"Stockholm","Samtliga","Pojkar","Eligible",4363.05
"Stockholm","Samtliga","Pojkar","Ineligible",566.95
"Stockholm","Kommunal","Pojkar","Total",3020
"Stockholm","Kommunal","Pojkar","Eligible",2630.42
"Stockholm","Kommunal","Pojkar","Ineligible",389.58
"Stockholm","Enskild","Pojkar","Total",1910
"Stockholm","Enskild","Pojkar","Eligible",1734.28
"Stockholm","Enskild","Pojkar","Ineligible",175.72
"Storfors","Samtliga","Pojkar","Total",40
"Storfors","Samtliga","Pojkar","Eligible",40
"Storfors","Samtliga","Pojkar","Ineligible",0
"Storfors","Kommunal","Pojkar","Total",25
"Storfors","Kommunal","Pojkar","Eligible",25
"Storfors","Kommunal","Pojkar","Ineligible",0
"Storfors","Enskild","Pojkar","Total",15
"Storfors","Enskild","Pojkar","Eligible",15
"Storfors","Enskild","Pojkar","Ineligible",0
"Storuman","Samtliga","Pojkar","Total",36
"Storuman","Samtliga","Pojkar","Eligible",24.012
"Storuman","Samtliga","Pojkar","Ineligible",11.988
"Storuman","Kommunal","Pojkar","Total",36
"Storuman","Kommunal","Pojkar","Eligible",24.012
"Storuman","Kommunal","Pojkar","Ineligible",11.988
"Strängnäs","Samtliga","Pojkar","Total",233
"Strängnäs","Samtliga","Pojkar","Eligible",191.992
"Strängnäs","Samtliga","Pojkar","Ineligible",41.008
"Strängnäs","Kommunal","Pojkar","Total",138
"Strängnäs","Kommunal","Pojkar","Eligible",105.018
"Strängnäs","Kommunal","Pojkar","Ineligible",32.982
"Strängnäs","Enskild","Pojkar","Total",95
"Strängnäs","Enskild","Pojkar","Eligible",95
"Strängnäs","Enskild","Pojkar","Ineligible",0
"Strömstad","Samtliga","Pojkar","Total",88
"Strömstad","Samtliga","Pojkar","Eligible",63.008
"Strömstad","Samtliga","Pojkar","Ineligible",24.992
"Strömstad","Kommunal","Pojkar","Total",88
"Strömstad","Kommunal","Pojkar","Eligible",63.008
"Strömstad","Kommunal","Pojkar","Ineligible",24.992
"Strömsund","Samtliga","Pojkar","Total",70
"Strömsund","Samtliga","Pojkar","Eligible",56
"Strömsund","Samtliga","Pojkar","Ineligible",14
"Strömsund","Kommunal","Pojkar","Total",70
"Strömsund","Kommunal","Pojkar","Eligible",56
"Strömsund","Kommunal","Pojkar","Ineligible",14
"Sundbyberg","Samtliga","Pojkar","Total",170
"Sundbyberg","Samtliga","Pojkar","Eligible",151.98
"Sundbyberg","Samtliga","Pojkar","Ineligible",18.02
"Sundbyberg","Kommunal","Pojkar","Total",107
"Sundbyberg","Kommunal","Pojkar","Eligible",92.02
"Sundbyberg","Kommunal","Pojkar","Ineligible",14.98
"Sundbyberg","Enskild","Pojkar","Total",63
"Sundbyberg","Enskild","Pojkar","Eligible",63
"Sundbyberg","Enskild","Pojkar","Ineligible",0
"Sundsvall","Samtliga","Pojkar","Total",626
"Sundsvall","Samtliga","Pojkar","Eligible",515.824
"Sundsvall","Samtliga","Pojkar","Ineligible",110.176
"Sundsvall","Kommunal","Pojkar","Total",447
"Sundsvall","Kommunal","Pojkar","Eligible",342.849
"Sundsvall","Kommunal","Pojkar","Ineligible",104.151
"Sundsvall","Enskild","Pojkar","Total",179
"Sundsvall","Enskild","Pojkar","Eligible",179
"Sundsvall","Enskild","Pojkar","Ineligible",0
"Sunne","Samtliga","Pojkar","Total",76
"Sunne","Samtliga","Pojkar","Eligible",56.012
"Sunne","Samtliga","Pojkar","Ineligible",19.988
"Sunne","Kommunal","Pojkar","Total",76
"Sunne","Kommunal","Pojkar","Eligible",56.012
"Sunne","Kommunal","Pojkar","Ineligible",19.988
"Surahammar","Samtliga","Pojkar","Total",53
"Surahammar","Samtliga","Pojkar","Eligible",53
"Surahammar","Samtliga","Pojkar","Ineligible",0
"Surahammar","Kommunal","Pojkar","Total",53
"Surahammar","Kommunal","Pojkar","Eligible",53
"Surahammar","Kommunal","Pojkar","Ineligible",0
"Svalöv","Samtliga","Pojkar","Total",83
"Svalöv","Samtliga","Pojkar","Eligible",68.973
"Svalöv","Samtliga","Pojkar","Ineligible",14.027
"Svalöv","Kommunal","Pojkar","Total",68
"Svalöv","Kommunal","Pojkar","Eligible",68
"Svalöv","Kommunal","Pojkar","Ineligible",0
"Svalöv","Enskild","Pojkar","Total",15
"Svalöv","Enskild","Pojkar","Eligible",15
"Svalöv","Enskild","Pojkar","Ineligible",0
"Svedala","Samtliga","Pojkar","Total",151
"Svedala","Samtliga","Pojkar","Eligible",136.957
"Svedala","Samtliga","Pojkar","Ineligible",14.043
"Svedala","Kommunal","Pojkar","Total",151
"Svedala","Kommunal","Pojkar","Eligible",136.957
"Svedala","Kommunal","Pojkar","Ineligible",14.043
"Svenljunga","Samtliga","Pojkar","Total",58
"Svenljunga","Samtliga","Pojkar","Eligible",41.006
"Svenljunga","Samtliga","Pojkar","Ineligible",16.994
"Svenljunga","Kommunal","Pojkar","Total",58
"Svenljunga","Kommunal","Pojkar","Eligible",41.006
"Svenljunga","Kommunal","Pojkar","Ineligible",16.994
"Säffle","Samtliga","Pojkar","Total",78
"Säffle","Samtliga","Pojkar","Eligible",67.002
"Säffle","Samtliga","Pojkar","Ineligible",10.998
"Säffle","Kommunal","Pojkar","Total",78
"Säffle","Kommunal","Pojkar","Eligible",67.002
"Säffle","Kommunal","Pojkar","Ineligible",10.998
"Säter","Samtliga","Pojkar","Total",49
"Säter","Samtliga","Pojkar","Eligible",49
"Säter","Samtliga","Pojkar","Ineligible",0
"Säter","Kommunal","Pojkar","Total",49
"Säter","Kommunal","Pojkar","Eligible",49
"Säter","Kommunal","Pojkar","Ineligible",0
"Sävsjö","Samtliga","Pojkar","Total",76
"Sävsjö","Samtliga","Pojkar","Eligible",54.036
"Sävsjö","Samtliga","Pojkar","Ineligible",21.964
"Sävsjö","Kommunal","Pojkar","Total",71
"Sävsjö","Kommunal","Pojkar","Eligible",48.99
"Sävsjö","Kommunal","Pojkar","Ineligible",22.01
"Sävsjö","Enskild","Pojkar","Total",0
"Sävsjö","Enskild","Pojkar","Eligible",0
"Sävsjö","Enskild","Pojkar","Ineligible",0
"Söderhamn","Samtliga","Pojkar","Total",136
"Söderhamn","Samtliga","Pojkar","Eligible",113.968
"Söderhamn","Samtliga","Pojkar","Ineligible",22.032
"Söderhamn","Kommunal","Pojkar","Total",131
"Söderhamn","Kommunal","Pojkar","Eligible",110.04
"Söderhamn","Kommunal","Pojkar","Ineligible",20.96
"Söderhamn","Enskild","Pojkar","Total",0
"Söderhamn","Enskild","Pojkar","Eligible",0
"Söderhamn","Enskild","Pojkar","Ineligible",0
"Söderköping","Samtliga","Pojkar","Total",80
"Söderköping","Samtliga","Pojkar","Eligible",80
"Söderköping","Samtliga","Pojkar","Ineligible",0
"Söderköping","Kommunal","Pojkar","Total",78
"Söderköping","Kommunal","Pojkar","Eligible",78
"Söderköping","Kommunal","Pojkar","Ineligible",0
"Söderköping","Enskild","Pojkar","Total",0
"Söderköping","Enskild","Pojkar","Eligible",0
"Söderköping","Enskild","Pojkar","Ineligible",0
"Södertälje","Samtliga","Pojkar","Total",616
"Södertälje","Samtliga","Pojkar","Eligible",502.04
"Södertälje","Samtliga","Pojkar","Ineligible",113.96
"Södertälje","Kommunal","Pojkar","Total",501
"Södertälje","Kommunal","Pojkar","Eligible",401.802
"Södertälje","Kommunal","Pojkar","Ineligible",99.198
"Södertälje","Enskild","Pojkar","Total",115
"Södertälje","Enskild","Pojkar","Eligible",100.05
"Södertälje","Enskild","Pojkar","Ineligible",14.95
"Sölvesborg","Samtliga","Pojkar","Total",104
"Sölvesborg","Samtliga","Pojkar","Eligible",79.04
"Sölvesborg","Samtliga","Pojkar","Ineligible",24.96
"Sölvesborg","Kommunal","Pojkar","Total",104
"Sölvesborg","Kommunal","Pojkar","Eligible",79.04
"Sölvesborg","Kommunal","Pojkar","Ineligible",24.96
"Tanum","Samtliga","Pojkar","Total",57
"Tanum","Samtliga","Pojkar","Eligible",44.004
"Tanum","Samtliga","Pojkar","Ineligible",12.996
"Tanum","Kommunal","Pojkar","Total",57
"Tanum","Kommunal","Pojkar","Eligible",44.004
"Tanum","Kommunal","Pojkar","Ineligible",12.996
"Tibro","Samtliga","Pojkar","Total",55
"Tibro","Samtliga","Pojkar","Eligible",44.99
"Tibro","Samtliga","Pojkar","Ineligible",10.01
"Tibro","Kommunal","Pojkar","Total",55
"Tibro","Kommunal","Pojkar","Eligible",44.99
"Tibro","Kommunal","Pojkar","Ineligible",10.01
"Tidaholm","Samtliga","Pojkar","Total",76
"Tidaholm","Samtliga","Pojkar","Eligible",59.964
"Tidaholm","Samtliga","Pojkar","Ineligible",16.036
"Tidaholm","Kommunal","Pojkar","Total",76
"Tidaholm","Kommunal","Pojkar","Eligible",59.964
